CustomerId,surname,middle,given,sex,age,bday,est_income
15616451,Genovese,G,Betty,Female,47,1970-06-28," PHP 147,000.00 "
15616454,Davidson,Q,Donna,Female,34,1983-05-28," PHP 180,000.00 "
15616471,Milne,T,Robert,Male,51,1966-06-23," PHP 154,000.00 "
15616525,Sopuluchi,F,Michael,Male,31,1986-06-06," PHP 111,000.00 "
15616529,Hsieh,I,Charles,Male,34,1983-05-10," PHP 47,000.00 "
15616530,Foran,B,Christopher,Male,36,1981-06-22," PHP 59,000.00 "
15616550,Chidiebele,O,Steven,Male,44,1973-06-08," PHP 158,000.00 "
15616550,Chidiebele,O,Steven,Male,44,1973-06-08," PHP 158,000.00 "
15616555,Fu,D,Daniel,Male,41,1976-06-12," PHP 37,000.00 "
15616630,Tobenna,I,Carol,Female,41,1976-05-22," PHP 166,000.00 "
15616666,Artemova,M,Margaret,Female,52,1965-06-22," PHP 42,000.00 "
15616676,Donnelly,S,Richard,Male,23,1994-06-05," PHP 126,000.00 "
15616700,Leach,E,Nancy,Female,41,1976-06-28," PHP 137,000.00 "
15616709,Bunton,N,Karen,Female,38,1979-05-10," PHP 37,000.00 "
15616745,Hs?,G,Donald,Male,35,1982-05-26," PHP 26,000.00 "
15616811,MacDonald,H,Michael,Male,47,1970-06-10," PHP 122,000.00 "
15616833,Wang,E,Joseph,Male,27,1990-06-10," PHP 20,000.00 "
15616859,Bonwick,I,Jennifer,Female,43,1974-05-24," PHP 92,000.00 "
15616922,Kelly,A,Jennifer,Female,26,1991-05-17," PHP 27,000.00 "
15616929,De Luca,L,Richard,Male,62,1955-06-26," PHP 28,000.00 "
15616931,Moore,O,Thomas,Male,41,1976-06-03," PHP 21,000.00 "
15617029,Young,E,Patricia,Female,30,1987-05-30," PHP 16,000.00 "
15617052,Watson,Q,Charles,Male,34,1983-05-23," PHP 135,000.00 "
15617065,Pan,M,Richard,Male,42,1975-06-09," PHP 136,000.00 "
15617078,Ewing,K,Patricia,Female,44,1973-05-20," PHP 88,000.00 "
15617082,Sanders,I,John,Male,33,1984-05-10," PHP 20,000.00 "
15617134,Iqbal,O,William,Male,38,1979-06-08," PHP 168,000.00 "
15617136,Mazzanti,K,Sandra,Female,38,1979-06-25," PHP 148,000.00 "
15617166,Ritchie,P,Paul,Male,37,1980-06-22," PHP 80,000.00 "
15617197,Chien,M,Paul,Male,50,1967-05-31," PHP 37,000.00 "
15617206,Trentino,G,Steven,Male,42,1975-06-16," PHP 85,000.00 "
15617252,Lung,H,Barbara,Female,33,1984-05-16," PHP 145,000.00 "
15617301,Chamberlin,B,Charles,Male,36,1981-05-11," PHP 124,000.00 "
15617304,Ershova,E,Donald,Male,40,1977-05-10," PHP 86,000.00 "
15617320,Palermo,G,Linda,Female,46,1971-06-02," PHP 156,000.00 "
15617331,Sergeyeva,J,Karen,Female,39,1978-06-07," PHP 69,000.00 "
15617348,Uchechukwu,D,Michael,Male,44,1973-05-11," PHP 36,000.00 "
15617401,Thomson,N,Robert,Male,22,1995-05-14," PHP 40,000.00 "
15617419,Roberts,J,Karen,Female,29,1988-05-12," PHP 37,000.00 "
15617432,Folliero,F,Margaret,Female,40,1977-06-10," PHP 42,000.00 "
15617434,Yen,T,Kenneth,Male,38,1979-06-02," PHP 68,000.00 "
15617454,Ifeatu,B,Mary,Female,25,1992-05-09," PHP 103,000.00 "
15617476,Manfrin,C,Sandra,Female,30,1987-05-30," PHP 175,000.00 "
15617482,Milanesi,Q,Mary,Female,52,1965-06-01," PHP 49,000.00 "
15617486,Sullivan,F,Daniel,Male,52,1965-06-13," PHP 74,000.00 "
15617507,Wilson,D,Elizabeth,Female,36,1981-05-31," PHP 36,000.00 "
15617518,Hu,O,John,Male,36,1981-06-25," PHP 123,000.00 "
15617538,Nwankwo,L,Joseph,Male,40,1977-06-05," PHP 60,000.00 "
15617603,Mackay,C,Kenneth,Male,30,1987-05-24," PHP 79,000.00 "
15617617,Stewart,M,Charles,Male,39,1978-05-24," PHP 137,000.00 "
15617648,Mikkelsen,A,Elizabeth,Female,44,1973-05-21," PHP 85,000.00 "
15617655,Holt,G,Ruth,Female,35,1982-06-09," PHP 67,000.00 "
15617657,Ts'ai,T,Mary,Female,36,1981-06-25," PHP 107,000.00 "
15617705,Ozioma,C,Nancy,Female,39,1978-05-31," PHP 139,000.00 "
15617790,Hanson,G,Mary,Female,29,1988-05-18," PHP 48,000.00 "
15617877,Jessop,N,David,Male,44,1973-05-27," PHP 57,000.00 "
15617934,Septimus,H,William,Male,36,1981-05-18," PHP 28,000.00 "
15617982,Pirozzi,K,Sharon,Female,42,1975-06-13," PHP 48,000.00 "
15617991,Andrews,B,John,Male,29,1988-06-17," PHP 57,000.00 "
15618018,Dickson,H,Linda,Female,35,1982-05-20," PHP 152,000.00 "
15618155,Ts'ui,P,John,Male,45,1972-06-06," PHP 58,000.00 "
15618171,James,Q,Helen,Female,33,1984-05-30,.
15618182,Ndubueze,S,Ruth,Female,38,1979-06-07," PHP 96,000.00 "
15618203,Tien,T,Steven,Male,51,1966-06-21," PHP 64,000.00 "
15618213,Nnanna,A,Carol,Female,32,1985-05-14," PHP 80,000.00 "
15618225,Porter,H,Brian,Male,36,1981-05-14," PHP 138,000.00 "
15618239,Neumann,G,Maria,Female,48,1969-06-22," PHP 50,000.00 "
15618243,Buckland,S,Linda,Female,43,1974-06-17," PHP 164,000.00 "
15618245,Chukwumaobim,G,Thomas,Male,31,1986-05-28," PHP 22,000.00 "
15618255,Fedorov,S,Barbara,Female,56,1961-06-09," PHP 109,000.00 "
15618258,Chizuoke,H,John,Male,37,1980-05-11," PHP 59,000.00 "
15618314,Chu,E,George,Male,40,1977-05-15," PHP 40,000.00 "
15618363,Muomelu,G,Daniel,Male,29,1988-05-23," PHP 47,000.00 "
15618391,Doyle,E,Kenneth,Male,33,1984-06-02," PHP 46,000.00 "
15618401,Douglas,O,Thomas,Male,41,1976-06-16," PHP 67,000.00 "
15618410,Murray,F,Kenneth,Male,26,1991-05-08," PHP 6,000.00 "
15618437,Singleton,G,Christopher,Male,34,1983-05-30," PHP 130,000.00 "
15618446,Nnonso,O,Donna,Female,50,1967-05-26," PHP 26,000.00 "
15618562,Woodward,G,Ruth,Female,40,1977-06-03," PHP 121,000.00 "
15618566,Jamieson,R,Margaret,Female,38,1979-05-17," PHP 106,000.00 "
15618581,Diribe,B,William,Male,25,1992-06-20," PHP 120,000.00 "
15618647,Kornilova,F,Michael,Male,29,1988-05-21," PHP 77,000.00 "
15618661,Chidubem,M,Robert,Male,30,1987-06-19," PHP 95,000.00 "
15618695,Ts'ui,I,Dorothy,Female,22,1995-06-19," PHP 8,000.00 "
15618703,White,P,Linda,Female,53,1964-06-01," PHP 127,000.00 "
15618750,Phillips,C,Thomas,Male,31,1986-05-15," PHP 39,000.00 "
15618765,Ponomaryov,F,Maria,Female,42,1975-06-29," PHP 77,000.00 "
15618774,White,E,Charles,Male,54,1963-06-06," PHP 85,000.00 "
15618816,Yu,E,Jennifer,Female,40,1977-06-02," PHP 39,000.00 "
15618926,Nwachukwu,G,Christopher,Male,43,1974-06-10," PHP 45,000.00 "
15618936,MacDonald,S,Sandra,Female,51,1966-06-01," PHP 46,000.00 "
15618950,Lo Duca,B,Donald,Male,26,1991-05-25," PHP 100,000.00 "
15619016,McMinn,R,William,Male,46,1971-05-29," PHP 36,000.00 "
15619029,Bykov,H,Patricia,Female,43,1974-06-01," PHP 26,000.00 "
15619045,Baxter,E,Elizabeth,Female,43,1974-06-05," PHP 138,000.00 "
15619083,Yip,E,Carol,Female,35,1982-06-15," PHP 37,000.00 "
15619087,Taylor,I,John,Male,53,1964-05-16," PHP 131,000.00 "
15619116,Wallace,Q,Linda,Female,36,1981-06-24," PHP 60,000.00 "
15619130,Simpson,Q,Sandra,Female,37,1980-06-22," PHP 89,000.00 "
15619238,Allan,M,Thomas,Male,29,1988-05-31," PHP 135,000.00 "
15619280,Uspensky,F,Daniel,Male,25,1992-06-07," PHP 130,000.00 "
15619304,Onio,O,Patricia,Female,42,1975-06-25," PHP 86,000.00 "
15619340,Obijiaku,J,David,Male,38,1979-05-23," PHP 49,000.00 "
15619343,Mahmood,A,William,Male,56,1961-05-19," PHP 90,000.00 "
15619360,Hsiao,R,Charles,Male,40,1977-05-28," PHP 47,000.00 "
15619360,Hsiao,R,Charles,Male,40,1977-05-28," PHP 47,000.00 "
15619407,Buckley,Q,Christopher,Male,39,1978-06-19," PHP 72,000.00 "
15619436,Pan,R,Linda,Female,32,1985-05-17," PHP 71,000.00 "
15619465,Cameron,L,Elizabeth,Female,24,1993-05-26," PHP 168,000.00 "
15619494,Abdulov,D,Linda,Female,31,1986-05-30," PHP 73,000.00 "
15619514,Bull,T,Richard,Male,40,1977-06-24," PHP 50,000.00 "
15619529,Ndukaku,M,James,Male,27,1990-05-08," PHP 19,000.00 "
15619537,Lavrentiev,C,Joseph,Male,31,1986-06-18," PHP 92,000.00 "
15619608,Ojiofor,R,Elizabeth,Female,50,1967-06-02," PHP 127,000.00 "
15619616,Costa,K,Mary,Female,33,1984-05-20," PHP 99,000.00 "
15619626,Wade,N,James,Male,24,1993-05-29," PHP 134,000.00 "
15619653,Hannaford,Q,Edward,Male,47,1970-06-13," PHP 50,000.00 "
15619674,White,T,Ruth,Female,35,1982-06-12," PHP 156,000.00 "
15619699,Yeh,H,Brian,Male,31,1986-06-12," PHP 163,000.00 "
15619708,Harker,R,Mark,Male,25,1992-05-09," PHP 119,000.00 "
15619801,Batty,G,Elizabeth,Female,33,1984-06-12," PHP 59,000.00 "
15619889,Vasin,S,Daniel,Male,26,1991-05-31," PHP 162,000.00 "
15619892,Page,S,George,Male,18,1999-05-19," PHP 30,000.00 "
15619898,Chiefo,R,Thomas,Male,55,1962-05-23," PHP 18,000.00 "
15619935,Vanmeter,R,Ruth,Female,59,1958-06-01," PHP 10,000.00 "
15619953,Efremov,L,Elizabeth,Female,42,1975-05-13," PHP 56,000.00 "
15619955,Bevington,G,Robert,Male,34,1983-06-13," PHP 55,000.00 "
15619972,Akabueze,J,Linda,Female,47,1970-06-06," PHP 107,000.00 "
15620000,Chambers,A,Steven,Male,34,1983-05-22," PHP 36,000.00 "
15620030,Jamieson,Q,Paul,Male,29,1988-06-18," PHP 55,000.00 "
15620103,Ho,N,Carol,Female,40,1977-06-22," PHP 165,000.00 "
15620111,Fan,I,Michael,Male,54,1963-05-27," PHP 22,000.00 "
15620123,Christie,S,Mark,Male,39,1978-06-08," PHP 18,000.00 "
15620204,Walker,G,Patricia,Female,57,1960-06-19," PHP 94,000.00 "
15620268,Thomson,G,Edward,Male,43,1974-06-11," PHP 87,000.00 "
15620276,Palermo,J,Michael,Male,36,1981-05-31," PHP 80,000.00 "
15620323,Ekwueme,B,Mary,Female,42,1975-06-16," PHP 48,000.00 "
15620341,Nwebube,C,George,Male,44,1973-06-16," PHP 155,000.00 "
15620344,McKee,G,James,Male,29,1988-05-30," PHP 40,000.00 "
15620372,Cross,A,Edward,Male,31,1986-05-07," PHP 56,000.00 "
15620398,Mitchell,H,Donna,Female,34,1983-05-19," PHP 29,000.00 "
15620505,Celis,H,Ruth,Female,24,1993-05-08," PHP 27,000.00 "
15620507,Siciliani,S,Helen,Female,30,1987-06-09," PHP 106,000.00 "
15620557,Ni,F,Michael,Male,37,1980-05-13," PHP 61,000.00 "
15620570,Sinnett,G,Joseph,Male,43,1974-05-16," PHP 28,000.00 "
15620577,Wood,C,Christopher,Male,45,1972-06-19," PHP 39,000.00 "
15620579,Dunn,F,Betty,Female,31,1986-06-25," PHP 104,000.00 "
15620735,Chiganu,B,Lisa,Female,33,1984-06-11," PHP 37,000.00 "
15620746,Lorenzo,C,William,Male,42,1975-05-11," PHP 67,000.00 "
15620750,Sugden,I,George,Male,28,1989-06-04," PHP 29,000.00 "
15620751,Secombe,B,Michael,Male,34,1983-05-19," PHP 126,000.00 "
15620756,Stokes,R,William,Male,49,1968-05-15," PHP 27,000.00 "
15620758,Martel,I,James,Male,30,1987-05-30," PHP 87,000.00 "
15620832,Dean,H,Maria,Female,35,1982-05-17," PHP 39,000.00 "
15620836,Lo Duca,B,Sharon,Female,34,1983-05-14," PHP 79,000.00 "
15620936,Warren,F,William,Male,32,1985-05-11," PHP 20,000.00 "
15620981,Wickham,J,Sharon,Female,48,1969-05-11," PHP 26,000.00 "
15620988,Murray,C,Thomas,Male,46,1971-06-18," PHP 101,000.00 "
15621004,Chukwuhaenye,E,Robert,Male,32,1985-06-08," PHP 160,000.00 "
15621021,Dwyer,R,Elizabeth,Female,40,1977-06-02," PHP 15,000.00 "
15621031,Mofflin,R,Paul,Male,27,1990-06-19," PHP 27,000.00 "
15621063,Gibbons,G,Elizabeth,Female,42,1975-05-25," PHP 58,000.00 "
15621064,Russell,B,Steven,Male,23,1994-05-28," PHP 43,000.00 "
15621075,Ogbonnaya,D,Maria,Female,45,1972-06-19," PHP 128,000.00 "
15621083,Douglas,J,William,Male,57,1960-06-24," PHP 50,000.00 "
15621093,Teng,G,George,Male,31,1986-06-12," PHP 58,000.00 "
15621116,Fang,M,Christopher,Male,33,1984-05-07," PHP 37,000.00 "
15621140,Nwebube,T,Christopher,Male,37,1980-06-25," PHP 60,000.00 "
15621195,Ch'eng,J,Brian,Male,41,1976-06-23," PHP 137,000.00 "
15621205,Olisaemeka,E,Daniel,Male,34,1983-05-29," PHP 47,000.00 "
15621210,Angelo,Q,Brian,Male,46,1971-06-09," PHP 35,000.00 "
15621227,Hs?eh,F,Maria,Female,46,1971-06-26," PHP 131,000.00 "
15621244,Gallo,L,Charles,Male,36,1981-05-09," PHP 36,000.00 "
15621267,Ejimofor,Q,Edward,Male,32,1985-05-10," PHP 122,000.00 "
15621353,Hudson,B,Maria,Female,37,1980-05-22," PHP 17,000.00 "
15621409,Endrizzi,G,Charles,Male,32,1985-05-17," PHP 37,000.00 "
15621423,Lavrentyev,Q,Maria,Female,42,1975-05-19," PHP 50,000.00 "
15621432,Lee,R,George,Male,35,1982-05-13," PHP 155,000.00 "
15621435,Davies,M,Elizabeth,Female,39,1978-06-28," PHP 60,000.00 "
15621440,Soto,B,Robert,Male,38,1979-06-10," PHP 116,000.00 "
15621457,Chu,F,Richard,Male,27,1990-05-21," PHP 129,000.00 "
15621466,Waters,T,Daniel,Male,38,1979-05-30," PHP 49,000.00 "
15621520,Tang,Q,Mary,Female,42,1975-06-28," PHP 10,000.00 "
15621546,Yuriev,D,Margaret,Female,33,1984-06-01," PHP 165,000.00 "
15621550,Hung,S,Patricia,Female,50,1967-05-27," PHP 33,000.00 "
15621611,Gibson,D,James,Male,55,1962-06-27," PHP 78,000.00 "
15621629,Scott,L,Edward,Male,43,1974-05-10," PHP 50,000.00 "
15621653,Rice,J,Ruth,Female,29,1988-05-21," PHP 160,000.00 "
15621685,Davies,G,Daniel,Male,29,1988-06-11," PHP 52,000.00 "
15621687,Mackay,G,Paul,Male,34,1983-05-20," PHP 50,000.00 "
15621768,Chukwuhaenye,T,Charles,Male,45,1972-05-25," PHP 163,000.00 "
15621815,Obiajulu,D,Mary,Female,40,1977-05-16," PHP 20,000.00 "
15621818,Anayolisa,K,Edward,Male,29,1988-06-05," PHP 140,000.00 "
15621834,Game,Q,Dorothy,Female,43,1974-05-31," PHP 40,000.00 "
15621870,Hawkins,A,Karen,Female,40,1977-06-03," PHP 136,000.00 "
15621893,Bellucci,A,Christopher,Male,18,1999-05-08," PHP 59,000.00 "
15621974,Davydova,J,Margaret,Female,33,1984-05-07," PHP 40,000.00 "
15622003,Carslaw,I,Christopher,Male,35,1982-06-07," PHP 118,000.00 "
15622017,Bruno,L,Linda,Female,33,1984-06-21," PHP 58,000.00 "
15622033,Rapuluchukwu,R,Ruth,Female,41,1976-05-20," PHP 28,000.00 "
15622083,Paterson,O,Steven,Male,30,1987-06-03," PHP 9,000.00 "
15622117,Fries,H,Margaret,Female,31,1986-05-31," PHP 116,000.00 "
15622171,Nnamdi,L,Paul,Male,30,1987-06-10," PHP 139,000.00 "
15622182,Daniels,N,Elizabeth,Female,28,1989-06-24," PHP 84,000.00 "
15622192,Young,A,Michael,Male,39,1978-05-24," PHP 58,000.00 "
15622217,Tu,H,Mary,Female,38,1979-06-25," PHP 37,000.00 "
15622230,Cribb,M,Betty,Female,35,1982-06-08," PHP 29,000.00 "
15622289,Rizzo,I,Nancy,Female,36,1981-06-08," PHP 46,000.00 "
15622305,Martin,S,Susan,Female,33,1984-05-31," PHP 106,000.00 "
15622321,Golubova,M,Betty,Female,32,1985-05-20," PHP 35,000.00 "
15622370,Boyle,D,Steven,Male,30,1987-06-10," PHP 45,000.00 "
15622442,Mazzi,J,Daniel,Male,29,1988-06-11," PHP 147,000.00 "
15622443,Marshall,C,James,Male,31,1986-05-29," PHP 39,000.00 "
15622454,Zaitsev,E,John,Male,28,1989-05-22," PHP 36,000.00 "
15622461,Ndubuagha,R,Elizabeth,Female,51,1966-06-19," PHP 39,000.00 "
15622470,Yeh,I,James,Male,41,1976-06-20," PHP 47,000.00 "
15622478,Greaves,H,Carol,Female,40,1977-06-01," PHP 73,000.00 "
15622494,Mazzanti,D,William,Male,27,1990-06-24," PHP 40,000.00 "
15622507,Hamilton,K,Sharon,Female,40,1977-05-20," PHP 49,000.00 "
15622518,Stephenson,O,Susan,Female,26,1991-05-15," PHP 50,000.00 "
15622527,Holloway,G,Dorothy,Female,55,1962-05-24," PHP 27,000.00 "
15622532,Izmailova,P,Sandra,Female,47,1970-06-12," PHP 85,000.00 "
15622578,Sergeyev,B,Michael,Male,34,1983-06-17," PHP 38,000.00 "
15622585,McIntyre,P,David,Male,26,1991-05-17," PHP 27,000.00 "
15622631,H?,F,Kenneth,Male,44,1973-06-20," PHP 55,000.00 "
15622658,Lai,S,Patricia,Female,26,1991-05-13," PHP 58,000.00 "
15622729,Sun,T,Sandra,Female,46,1971-06-07," PHP 37,000.00 "
15622750,Chu,J,Linda,Female,21,1996-05-09," PHP 35,000.00 "
15622774,Kao,P,Charles,Male,34,1983-05-30," PHP 132,000.00 "
15622801,Brown,F,Carol,Female,27,1990-05-15," PHP 92,000.00 "
15622833,Mahon,D,Carol,Female,29,1988-06-25," PHP 75,000.00 "
15622834,Stevenson,E,Linda,Female,35,1982-05-09," PHP 110,000.00 "
15622897,Sharpe,C,Carol,Female,46,1971-06-03," PHP 58,000.00 "
15622911,Jude,R,Richard,Male,42,1975-06-02," PHP 95,000.00 "
15622985,Lin,I,Maria,Female,39,1978-05-20," PHP 125,000.00 "
15622993,Boyd,C,Charles,Male,28,1989-05-28," PHP 110,000.00 "
15623053,Muir,Q,Mark,Male,40,1977-06-02," PHP 121,000.00 "
15623062,Vasilyeva,T,John,Male,24,1993-05-25," PHP 37,000.00 "
15623063,Taylor,T,Edward,Male,35,1982-05-16," PHP 101,000.00 "
15623072,Shaw,J,Nancy,Female,35,1982-06-18," PHP 34,000.00 "
15623082,Ch'ang,T,Betty,Female,35,1982-06-02," PHP 64,000.00 "
15623102,Nnaemeka,F,William,Male,38,1979-05-11," PHP 59,000.00 "
15623107,Chukwumaobim,G,George,Male,45,1972-06-16," PHP 35,000.00 "
15623143,Lung,F,Sandra,Female,43,1974-06-09," PHP 147,000.00 "
15623196,Morley,L,Thomas,Male,38,1979-05-17," PHP 75,000.00 "
15623202,Maslov,P,Donna,Female,39,1978-06-10," PHP 132,000.00 "
15623210,Smith,I,Nancy,Female,55,1962-06-26," PHP 99,000.00 "
15623219,Smith,G,David,Male,33,1984-06-03," PHP 88,000.00 "
15623220,Brown,G,Sandra,Female,45,1972-06-28," PHP 46,000.00 "
15623277,Ross,O,Sharon,Female,30,1987-06-12," PHP 172,000.00 "
15623314,Tucker,M,Nancy,Female,59,1958-05-28," PHP 39,000.00 "
15623346,Czajkowski,C,Donald,Male,36,1981-05-22," PHP 35,000.00 "
15623357,Onio,Q,George,Male,24,1993-06-14," PHP 150,000.00 "
15623369,Clifton,G,Edward,Male,52,1965-06-18," PHP 8,000.00 "
15623430,Hill,K,Michael,Male,34,1983-05-18," PHP 124,000.00 "
15623450,Brown,C,Betty,Female,27,1990-05-15," PHP 58,000.00 "
15623471,Marcelo,Q,Brian,Male,38,1979-05-12," PHP 149,000.00 "
15623478,Maslova,K,Patricia,Female,32,1985-05-21," PHP 88,000.00 "
15623499,Holman,P,David,Male,49,1968-06-20," PHP 96,000.00 "
15623502,Morrison,F,Maria,Female,56,1961-06-02," PHP 47,000.00 "
15623521,Sozonov,P,Robert,Male,43,1974-06-25," PHP 107,000.00 "
15623525,Copeland,P,Mark,Male,31,1986-06-10," PHP 28,000.00 "
15623536,Madukwe,M,Daniel,Male,39,1978-05-18," PHP 139,000.00 "
15623560,Onyekachukwu,T,Maria,Female,35,1982-06-17," PHP 17,000.00 "
15623566,Barnhill,Q,George,Male,40,1977-06-10," PHP 62,000.00 "
15623595,Clayton,T,Patricia,Female,28,1989-05-12," PHP 55,000.00 "
15623630,Foster,G,Donna,Female,56,1961-05-22," PHP 45,000.00 "
15623644,Frolov,P,Donald,Male,29,1988-06-07," PHP 56,000.00 "
15623647,Dellucci,I,Linda,Female,36,1981-06-10," PHP 56,000.00 "
15623649,Ogle,G,Richard,Male,32,1985-06-20," PHP 25,000.00 "
15623668,Johnson,E,Donald,Male,31,1986-06-07," PHP 36,000.00 "
15623695,McKinnon,N,Ruth,Female,31,1986-06-21," PHP 111,000.00 "
15623712,Coates,A,Patricia,Female,42,1975-05-17," PHP 57,000.00 "
15623730,Ch'iu,L,Kenneth,Male,34,1983-06-25," PHP 49,000.00 "
15623744,McLean,A,George,Male,34,1983-06-02," PHP 79,000.00 "
15623791,Padovesi,N,Susan,Female,40,1977-05-25," PHP 101,000.00 "
15623828,Akobundu,Q,Christopher,Male,30,1987-05-24," PHP 120,000.00 "
15623858,Charteris,J,Donald,Male,45,1972-06-25," PHP 122,000.00 "
15623927,Alexander,F,Donald,Male,55,1962-06-08," PHP 68,000.00 "
15623966,Yermakov,O,Mary,Female,35,1982-05-30," PHP 40,000.00 "
15623972,Wisdom,B,Jennifer,Female,23,1994-05-18," PHP 58,000.00 "
15623989,Griffin,G,William,Male,54,1963-06-03," PHP 134,000.00 "
15624013,Maxwell,I,Susan,Female,39,1978-06-08," PHP 37,000.00 "
15624068,Fu,J,Sandra,Female,26,1991-05-26," PHP 82,000.00 "
15624072,Kiernan,L,Thomas,Male,22,1995-05-13," PHP 160,000.00 "
15624170,Tan,D,Ruth,Female,38,1979-06-09," PHP 76,000.00 "
15624180,Genovesi,Q,Margaret,Female,37,1980-05-31," PHP 36,000.00 "
15624186,McGregor,I,Maria,Female,25,1992-06-16," PHP 109,000.00 "
15624188,Chiu,F,Margaret,Female,33,1984-06-25," PHP 158,000.00 "
15624229,Noble,Q,Ruth,Female,22,1995-05-23," PHP 17,000.00 "
15624293,Mironova,Q,Karen,Female,46,1971-06-13," PHP 26,000.00 "
15624323,Atkins,K,Steven,Male,36,1981-06-19," PHP 172,000.00 "
15624343,Napolitani,O,Jennifer,Female,50,1967-06-29," PHP 46,000.00 "
15624347,Fokine,O,Michael,Male,40,1977-06-09," PHP 124,000.00 "
15624374,Maclean,H,Kenneth,Male,28,1989-06-12," PHP 9,000.00 "
15624388,Henderson,G,Barbara,Female,50,1967-05-31," PHP 45,000.00 "
15624391,Thomson,G,Patricia,Female,30,1987-05-31," PHP 140,000.00 "
15624397,Moore,C,Steven,Male,43,1974-06-18," PHP 101,000.00 "
15624423,Liu,J,Robert,Male,28,1989-06-04," PHP 167,000.00 "
15624424,Palerma,T,Lisa,Female,49,1968-06-19," PHP 62,000.00 "
15624428,Longo,C,Nancy,Female,24,1993-06-22," PHP 148,000.00 "
15624437,Johnson,F,Sharon,Female,32,1985-06-20," PHP 47,000.00 "
15624451,Huddart,D,Carol,Female,38,1979-05-12," PHP 87,000.00 "
15624471,Chikwado,G,Kenneth,Male,37,1980-06-01," PHP 74,000.00 "
15624510,Tien,Q,Paul,Male,52,1965-06-30," PHP 40,000.00 "
15624519,Calabrese,I,Linda,Female,49,1968-05-30," PHP 34,000.00 "
15624528,L?,G,Kenneth,Male,26,1991-06-08," PHP 69,000.00 "
15624592,Tan,N,John,Male,31,1986-05-27," PHP 145,000.00 "
15624595,Chiang,J,Karen,Female,35,1982-05-18," PHP 29,000.00 "
15624596,Trentini,A,Maria,Female,23,1994-05-11," PHP 122,000.00 "
15624611,Marsden,M,Brian,Male,37,1980-06-18," PHP 123,000.00 "
15624623,Hs?,J,Mark,Male,35,1982-05-20," PHP 94,000.00 "
15624633,Kibby,O,Mark,Male,45,1972-05-31," PHP 132,000.00 "
15624641,Kharlamova,N,Steven,Male,43,1974-05-19," PHP 168,000.00 "
15624667,Wallace,M,David,Male,35,1982-06-06," PHP 59,000.00 "
15624677,Marquez,H,Elizabeth,Female,37,1980-06-22," PHP 40,000.00 "
15624703,Okonkwo,T,Michael,Male,35,1982-06-15," PHP 173,000.00 "
15624715,Ma,K,Carol,Female,40,1977-05-14," PHP 16,000.00 "
15624729,Tsao,T,Joseph,Male,27,1990-05-26," PHP 126,000.00 "
15624744,Tai,R,Daniel,Male,42,1975-05-29," PHP 50,000.00 "
15624755,Pepper,E,Carol,Female,40,1977-05-18," PHP 167,000.00 "
15624781,Mbanefo,N,Mary,Female,34,1983-05-28," PHP 125,000.00 "
15624793,Soubeiran,A,Brian,Male,23,1994-06-16," PHP 62,000.00 "
15624820,Ross,E,Brian,Male,56,1961-06-12," PHP 62,000.00 "
15624850,Grant,N,William,Male,30,1987-05-25," PHP 34,000.00 "
15624866,Brewer,B,George,Male,37,1980-06-27," PHP 43,000.00 "
15624892,Dennis,S,Paul,Male,37,1980-05-10," PHP 26,000.00 "
15624936,Yen,S,Daniel,Male,35,1982-06-15," PHP 39,000.00 "
15624975,Angelo,M,Donald,Male,28,1989-06-22," PHP 59,000.00 "
15624993,Chiang,R,Ruth,Female,36,1981-05-19," PHP 48,000.00 "
15624995,McCane,G,Elizabeth,Female,31,1986-06-02," PHP 29,000.00 "
15625021,Hung,D,Mark,Male,42,1975-06-11," PHP 25,000.00 "
15625023,Onochie,H,Edward,Male,40,1977-06-20," PHP 83,000.00 "
15625035,Mills,S,Brian,Male,50,1967-05-25," PHP 43,000.00 "
15625047,Yen,F,Karen,Female,38,1979-06-17," PHP 167,000.00 "
15625047,Yen,F,Karen,Female,38,1979-06-17," PHP 167,000.00 "
15625080,Parkin,G,Mary,Female,54,1963-06-17," PHP 126,000.00 "
15625092,Colombo,N,Mary,Female,57,1960-05-18," PHP 50,000.00 "
15625126,Duncan,I,Margaret,Female,40,1977-05-15," PHP 97,000.00 "
15625141,Porter,E,George,Male,26,1991-06-20," PHP 19,000.00 "
15625175,Palerma,D,Sharon,Female,43,1974-06-18," PHP 22,000.00 "
15625247,Scott,R,Helen,Female,34,1983-05-17," PHP 68,000.00 "
15625311,Dickinson,C,Betty,Female,41,1976-05-21," PHP 66,000.00 "
15625395,Chinomso,L,Betty,Female,28,1989-05-22," PHP 46,000.00 "
15625426,Ashbolt,M,Jennifer,Female,55,1962-06-23," PHP 18,000.00 "
15625445,Parkin,T,Lisa,Female,36,1981-05-14," PHP 5,000.00 "
15625461,Amos,I,Maria,Female,45,1972-05-24," PHP 130,000.00 "
15625494,Li Fonti,K,Susan,Female,32,1985-06-16," PHP 90,000.00 "
15625501,Wall,Q,Donald,Male,38,1979-05-21," PHP 117,000.00 "
15625522,Walker,F,James,Male,31,1986-05-09," PHP 127,000.00 "
15625524,Rowe,D,George,Male,40,1977-05-17," PHP 119,000.00 "
15625545,Hussey,S,James,Male,52,1965-06-28," PHP 78,000.00 "
15625584,Martin,H,Michael,Male,32,1985-05-14," PHP 51,000.00 "
